DATE,SHIPMENT ID,HS CODE,INDUSTRY,PRODUCT DESCRIPTION,BUYER COUNTRY,DESTINATION PORT,BUYER,SELLER COUNTRY,SELLER,ORIGIN PORT,UNIT, QUANTITY , VALUE(USD) , UNIT PRICE ,Seller Group,Buyer Group,Spare / Unit / Others,Product,Model,Category,Type,Manufacturer,Relevancy,Buyer_Type,Seller_Type
05-11-2024,9705539601,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 400 COMPOUND#) (QTY : 720 PCS X 1.848 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,SHEKOU,MTS,  0 ," $ 1,390 ", $ 3.72 ,,,,Steel Shot,,Other,,,,End Customer,
18-02-2021,1125794197,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 400# (COMPOUND) (QTY: 180 PCS X 1.6 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  0 , $ 317 , $ 2.94 ,,,,Steel Shot,,Other,,,,End Customer,
08-11-2021,1102484489,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 400# (COMPOUND) (QTY: 180 PCS X 1.68 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,KERRYFU INTERNATIONAL TRADING CO,,MTS,  0 , $ 369 , $ 3.44 ,,,,Steel Shot,,Other,,,,End Customer,
18-11-2021,1121703809,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 400# (COMPOUND) (QTY: 540 PCS X 1.68 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,KERRYFU INTERNATIONAL TRADING CO,,MTS,  0 ," $ 1,068 ", $ 3.85 ,,,,Steel Shot,,Other,,,,End Customer,
11-04-2023,7854958526,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 400# (COMPOUND)) (QTY : 1080 PCS X 1.848 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  1 ," $ 2,066 ", $ 3.13 ,,,,Steel Shot,,Other,,,,End Customer,
26-05-2022,1032287934,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS- 400# (SYNTHETIC) PCS- 1800) ,INDIA,NHAVA SHEVA SEA (INNSA1),CLASSIC MARBLE COMPANY PRIVATE LIMITED,CHINA,KERRYFU INTERNATIONAL TRADING CO,,MTS,  1 ," $ 2,433 ", $ 2.63 ,,,,Steel Shot,,Other,,,,End Customer,
20-07-2022,1010979409,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 400#(COMPOUND)) (QTY : 180 PCS X 1.848 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",,MTS,  0 , $ 384 , $ 4.15 ,,,,Steel Shot,,Other,,,,End Customer,
27-12-2022,8484588321,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 400#(COMPOUND)) (QTY : 360 PCS X 1.748 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  0 , $ 655 , $ 3.54 ,,,,Steel Shot,,Other,,,,End Customer,
27-01-2020,270120202509060,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 400#) (SYNTHETIC) (70PCS) ,INDIA,ICD TUMB (INSAJ6),CLASSIC MARBLE COMPANY PRIVATE LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,,MTS,  1 ," $ 2,945 ", $ 2.16 ,,,,Steel Shot,,Other,,,,End Customer,
05-11-2024,9705539628,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 46#) (QTY :2880 PCS X 0.4440 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,SHEKOU,MTS,  2 ," $ 1,323 ", $ 0.71 ,,,,Steel Shot,,Other,,,,End Customer,
20-07-2022,1055726574,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 46#) (QTY :360 PCS X 0.44 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",,MTS,  0 , $ 183 , $ 0.83 ,,,,Steel Shot,,Other,,,,End Customer,
10-10-2023,9457038515,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 46#) (QTY :360 PCS X 0.440 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  0 , $ 167 , $ 0.76 ,,,,Steel Shot,,Other,,,,End Customer,
27-12-2022,8484588328,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 46#) (QTY :720 PCS X 0.340 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  0 , $ 255 , $ 0.58 ,,,,Steel Shot,,Other,,,,End Customer,
11-04-2023,7854958521,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 46#) (QTY :720 PCS X 0.440 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  0 , $ 328 , $ 0.75 ,,,,Steel Shot,,Other,,,,End Customer,
18-02-2021,1120583814,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 46#) (QTY: 180 PCS X 0.37 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  0 , $ 73 , $ 0.68 ,,,,Steel Shot,,Other,,,,End Customer,
01-01-2021,1236067088,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 46#) (QTY: 360 PCS X 0.37 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  0 , $ 148 , $ 0.66 ,,,,Steel Shot,,Other,,,,End Customer,
18-11-2021,1109843126,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 46#) (QTY: 720 PCS X 0.40 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,KERRYFU INTERNATIONAL TRADING CO,,MTS,  0 , $ 339 , $ 0.79 ,,,,Steel Shot,,Other,,,,End Customer,
01-01-2021,1021820623,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 5-EXTRA#) (QTY: 1728 PCS X 2.50 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  1 ," $ 4,801 ", $ 4.45 ,,,,Steel Shot,,Other,,,,End Customer,
18-02-2021,1003774216,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 5-EXTRA) (QTY: 1728 PCS X 2.5 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  1 ," $ 4,755 ", $ 4.83 ,,,,Steel Shot,,Other,,,,End Customer,
18-11-2021,1056471547,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 5-EXTRA) (QTY: 1728 PCS X 2.60 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,KERRYFU INTERNATIONAL TRADING CO,,MTS,  1 ," $ 5,290 ", $ 4.59 ,,,,Steel Shot,,Other,,,,End Customer,
08-11-2021,1067218506,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 5-EXTRA) (QTY: 360 PCS X 2.60 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,KERRYFU INTERNATIONAL TRADING CO,,MTS,  0 ," $ 1,143 ", $ 4.86 ,,,,Steel Shot,,Other,,,,End Customer,
04-02-2021,1331271370,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 60#) (3600 PCS),INDIA,NHAVA SHEVA SEA (INNSA1),CLASSIC MARBLE COMPANY PRIVATE LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  2 ," $ 1,572 ", $ 0.70 ,,,,Steel Shot,,Other,,,,End Customer,
27-01-2020,270120202509060,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 60#) (3600 PCS) ,INDIA,ICD TUMB (INSAJ6),CLASSIC MARBLE COMPANY PRIVATE LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,,MTS,  2 ," $ 1,536 ", $ 0.71 ,,,,Steel Shot,,Other,,,,End Customer,
05-11-2024,9705539634,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 60#) (QTY :1800 PCS X 0.4440 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,SHEKOU,MTS,  1 , $ 827 , $ 0.71 ,,,,Steel Shot,,Other,,,,End Customer,
20-07-2022,1086775020,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 60#) (QTY :360 PCS X 0.44 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",,MTS,  0 , $ 183 , $ 0.83 ,,,,Steel Shot,,Other,,,,End Customer,
10-10-2023,9457038523,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 60#) (QTY :360 PCS X 0.440 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  0 , $ 167 , $ 0.76 ,,,,Steel Shot,,Other,,,,End Customer,
27-12-2022,8484588318,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 60#) (QTY :720 PCS X 0.340 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  0 , $ 255 , $ 0.58 ,,,,Steel Shot,,Other,,,,End Customer,
11-04-2023,7854958510,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 60#) (QTY :720 PCS X 0.440 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  0 , $ 328 , $ 0.75 ,,,,Steel Shot,,Other,,,,End Customer,
18-11-2021,1077555306,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 60#) (QTY: 1080 PCS X 0.40 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,KERRYFU INTERNATIONAL TRADING CO,,MTS,  1 , $ 509 , $ 0.79 ,,,,Steel Shot,,Other,,,,End Customer,
18-02-2021,1128491195,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 60#) (QTY: 360 PCS X 0.37 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  0 , $ 147 , $ 0.68 ,,,,Steel Shot,,Other,,,,End Customer,
01-01-2021,1024969471,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 60#) (QTY: 360 PCS X 0.37 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  0 , $ 148 , $ 0.66 ,,,,Steel Shot,,Other,,,,End Customer,
05-11-2024,9705539639,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 600 COMPOUND#) (QTY : 360 PCS X 1.848 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,SHEKOU,MTS,  0 , $ 695 , $ 3.72 ,,,,Steel Shot,,Other,,,,End Customer,
11-04-2023,7854958514,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 600#(COMPOUND)) (QTY : 1080 PCS X 1.848 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  1 ," $ 2,066 ", $ 3.13 ,,,,Steel Shot,,Other,,,,End Customer,
27-12-2022,8484588322,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 600#(COMPOUND)) (QTY : 360 PCS X 1.748 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  0 , $ 655 , $ 3.54 ,,,,Steel Shot,,Other,,,,End Customer,
04-02-2021,1579415363,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 600#(SYNTHETIC) (5400 PCS),INDIA,NHAVA SHEVA SEA (INNSA1),CLASSIC MARBLE COMPANY PRIVATE LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  3 ," $ 6,455 ", $ 2.00 ,,,,Steel Shot,,Other,,,,End Customer,
08-03-2024,1419923082,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 80 ) (QTY :1296 PCS X 0.495 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  1 , $ 707 , $ 0.89 ,,,,Steel Shot,,Other,,,,End Customer,
26-05-2022,1090081586,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS- 80# PCS- 2880) ,INDIA,NHAVA SHEVA SEA (INNSA1),CLASSIC MARBLE COMPANY PRIVATE LIMITED,CHINA,KERRYFU INTERNATIONAL TRADING CO,,MTS,  2 ," $ 1,521 ", $ 0.88 ,,,,Steel Shot,,Other,,,,End Customer,
19-01-2019,190120192644280,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 80#) (3600 PCS),INDIA,NHAVA SHEVA SEA (INNSA1),CLASSIC MARBLE COMPANY PRIVATE LIMITED,CHINA,N/A,,MTS,  2 ," $ 1,519 ", $ 0.68 ,,,,Steel Shot,,Other,,,,End Customer,
04-02-2021,1252186847,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 80#) (3600 PCS),INDIA,NHAVA SHEVA SEA (INNSA1),CLASSIC MARBLE COMPANY PRIVATE LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  2 ," $ 1,572 ", $ 0.70 ,,,,Steel Shot,,Other,,,,End Customer,
27-01-2020,270120202509060,68042290,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 80#) (3600 PCS) ,INDIA,ICD TUMB (INSAJ6),CLASSIC MARBLE COMPANY PRIVATE LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,,MTS,  2 ," $ 1,536 ", $ 0.71 ,,,,Steel Shot,,Other,,,,End Customer,
11-04-2023,7854958525,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 80#) (QTY :1440 PCS X 0.495 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  1 , $ 738 , $ 0.84 ,,,,Steel Shot,,Other,,,,End Customer,
10-10-2023,9457038521,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 80#) (QTY :360 PCS X 0.495 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  0 , $ 188 , $ 0.86 ,,,,Steel Shot,,Other,,,,End Customer,
27-12-2022,8484588308,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 80#) (QTY :720 PCS X 0.395 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  0 , $ 296 , $ 0.67 ,,,,Steel Shot,,Other,,,,End Customer,
20-07-2022,1016507960,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 80#) (QTY :720 PCS X 0.495 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",,MTS,  0 , $ 412 , $ 0.94 ,,,,Steel Shot,,Other,,,,End Customer,
05-11-2024,9705539641,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 80#) (QTY :7200 PCS X 0.495 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,SHEKOU,MTS,  5 ," $ 3,722 ", $ 0.80 ,,,,Steel Shot,,Other,,,,End Customer,
18-11-2021,1107490338,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 80#) (QTY: 1080 PCS X 0.45 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,KERRYFU INTERNATIONAL TRADING CO,,MTS,  1 , $ 572 , $ 0.89 ,,,,Steel Shot,,Other,,,,End Customer,
18-02-2021,1495935045,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 80#) (QTY: 360 PCS X 0.42 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  0 , $ 166 , $ 0.77 ,,,,Steel Shot,,Other,,,,End Customer,
01-01-2021,1234325679,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 80#) (QTY: 360 PCS X 0.42 USD) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  0 , $ 168 , $ 0.75 ,,,,Steel Shot,,Other,,,,End Customer,
11-04-2023,7854958509,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS 800#(COMPOUND)) (QTY : 360 PCS X 1.848 USD),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  0 , $ 689 , $ 3.72 ,,,,Steel Shot,,Other,,,,End Customer,
23-11-2020,2.3112E+15,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS: 1000# COMPOUND) (QTY: 180 PCS) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  0 , $ 303 , $ 2.82 ,,,,Steel Shot,,Other,,,,End Customer,
03-06-2019,0306201918967221,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS: 120#) (QTY: 864 PCS),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,N/A,,MTS,  1 , $ 371 , $ 0.72 ,,,,Steel Shot,,Other,,,,End Customer,
23-11-2020,2.3112E+15,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS: 120#) (QTY:1080 PCS) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,"KERRYFU INTERNATIONAL TRADING CO., LIMITED",JIANGMEN,MTS,  1 , $ 478 , $ 0.74 ,,,,Steel Shot,,Other,,,,End Customer,
27-12-2019,2.7122E+15,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS: 120#) (QTY:864 PCS) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  0 , $ 367 , $ 0.78 ,,,,Steel Shot,,Other,,,,End Customer,
10-02-2020,100220208299470,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS: 120#) (QTY:864 PCS) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  1 , $ 375 , $ 0.73 ,,,,Steel Shot,,Other,,,,End Customer,
07-04-2020,0704202012591933,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS: 120#) (QTY:864 PCS) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  1 , $ 376 , $ 0.67 ,,,,Steel Shot,,Other,,,,End Customer,
03-06-2019,0306201918967222,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS: 180#) (QTY: 432 PCS),INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,N/A,,MTS,  0 , $ 185 , $ 0.72 ,,,,Steel Shot,,Other,,,,End Customer,
27-12-2019,2.7122E+15,68042190,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",FRANKFURT ABRASIVE FOR ARTIFICIAL MARBLE (GRITS: 180#) (QTY:864 PCS) ,INDIA,PIPAVAV(VICTOR) PORT (INPAV),ASIAN GRANITO INDIA LIMITED,CHINA,JIANGMEN CITY SHUANGYI ABRASIVE CO.,JIANGMEN,MTS,  0 , $ 367 , $ 0.78 ,,,,Steel Shot,,Other,,,,End Customer,
